,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0225,-0.28162,0.59104,0.46787,0.60572,-0.67745,0.05853,0.58015,1.73084,-1.07699,1.50487,1.07434,0.65418,0.28319,-0.32073,1.26445,1.95433,1.96011,1.08401,0.10426,-1.45516,0.00719,0.85725,-0.96889,0.48079,0.31546,0.39616,-1.0476,-0.6116,-0.50366,-0.76594,1.54372,-0.34179
GUT_0226,-0.02512,0.24854,0.81787,0.66772,-1.05323,-0.07323,0.93763,1.75699,-1.3726,1.32359,1.16548,0.62726,0.21052,-0.42994,1.53354,1.73007,1.74218,1.37023,0.54819,-0.98638,0.30356,0.65651,-1.34248,0.37743,0.16842,0.48247,-1.60071,-0.92288,-0.42418,-0.77065,1.95956,-0.47069
GUT_0227,-0.0271,0.49271,0.44443,0.07492,-0.60529,0.06195,0.37367,1.42322,-1.31617,1.1091,1.35983,0.71807,0.07092,-0.50745,1.7706,1.70007,2.09618,1.26745,0.4971,-1.33813,0.24895,0.49889,-1.06219,0.68203,0.18476,0.87137,-1.35161,-0.38325,-0.25224,-1.31186,1.77241,-0.42618
GUT_0228,-0.1764,0.74711,0.54129,0.09359,-0.96109,-0.42344,0.97232,1.44528,-1.00571,1.7536,1.33864,1.17196,0.35822,-0.51101,1.67314,1.85861,1.94927,1.1718,0.59599,-1.20807,-0.01682,0.54584,-0.79836,0.38998,0.83501,-0.03333,-1.15145,-0.70329,-0.32921,-0.93252,1.48188,0.10045
GUT_0229,-0.14751,0.61808,-0.00649,0.28773,-0.73431,-0.26142,0.98876,1.41382,-1.13843,1.78313,1.54117,1.12821,0.23035,-0.19017,1.30088,1.71267,1.87933,1.39179,0.3012,-1.04371,-0.15645,0.32229,-1.58733,0.39435,0.5654,0.9946,-1.06681,-0.79624,-0.63175,-1.64343,1.69075,-0.10181
GUT_0230,-0.01992,0.73683,0.49864,0.6886,-0.64683,-0.62607,1.05425,1.57414,-1.1867,1.59914,1.24941,0.43846,0.14672,0.01998,1.48102,2.02387,1.79516,1.58784,0.16909,-1.10546,-0.08535,0.92901,-1.50161,0.88271,0.60377,1.0599,-0.99464,-0.96407,-0.32673,-0.98604,1.96657,-0.45916
GUT_0231,-0.16342,0.78717,0.09379,0.03591,-0.07351,0.05186,0.44742,1.6762,-1.23536,1.47125,1.28086,0.84244,0.51219,-0.34841,1.53653,2.14161,1.98522,1.13705,0.13626,-1.28079,-0.24147,0.25113,-1.19518,0.67336,0.50295,0.47027,-1.89506,-0.6411,-0.40947,-1.55758,2.10947,-0.27832
GUT_0232,-0.28308,0.69145,0.2097,0.3955,0.01651,0.07866,0.4406,1.40805,-1.02006,1.14492,1.0931,0.55269,0.19948,-0.0376,1.64978,2.02405,1.91379,1.63727,0.01044,-1.1887,0.10033,0.59933,-1.43062,0.70472,0.43374,1.00055,-0.88867,-0.82947,-0.44453,-1.25433,1.69928,-0.61705
GUT_0233,-0.54499,0.46475,0.40045,0.06646,-0.68507,-0.04847,0.70094,1.11622,-1.40138,1.60173,1.34082,1.13986,0.78265,0.12726,1.42239,2.45347,1.54238,1.41476,0.49873,-1.24111,-0.05675,0.63675,-1.09285,0.45654,0.53,0.97277,-1.59939,-0.65846,-0.46158,-1.61247,1.679,-0.57387
GUT_0234,-0.38133,0.38629,0.38366,0.12434,-0.99891,0.04655,1.002,1.46695,-1.50906,1.00594,1.14339,1.02463,0.24048,0.04008,1.2875,1.69546,1.31397,0.719,-0.34089,-1.67666,0.3526,0.83153,-1.32584,0.38449,0.68959,0.92415,-1.41422,-0.77747,-0.69677,-1.27571,2.01334,-0.51776
GUT_0235,-0.56615,0.90485,-0.00827,0.21944,-0.38686,0.26179,0.67598,1.76653,-0.61572,1.93822,1.22869,1.06276,0.08154,-0.35274,1.54446,1.76441,1.44481,1.18449,0.61145,-1.03194,0.11316,0.60311,-1.1928,0.37124,0.36983,0.45388,-1.41596,-0.83177,-0.24524,-1.01351,1.98103,-1.23088
GUT_0236,-0.90427,0.35666,0.33656,0.3182,-0.72513,-0.16744,0.86626,1.36281,-1.3857,1.2868,1.66635,0.89566,-0.03593,-0.64846,1.623,2.00443,1.46347,0.89506,-0.1053,-0.92284,0.28995,0.87711,-1.44181,0.18671,0.24386,0.06698,-0.94585,-0.43079,-0.58227,-1.40234,1.93344,-0.62398
GUT_0237,0.27771,0.40756,-0.43968,0.53165,-0.33054,-0.25859,1.26489,1.877,-1.10309,1.49868,1.59074,0.81389,0.46021,-0.39786,1.41929,1.96821,2.06181,1.22216,0.13586,-0.88792,-0.19007,1.08409,-1.33246,0.23561,0.22916,0.77779,-1.1941,-0.83173,-0.17852,-1.11835,1.79805,-0.29976
GUT_0238,-0.16249,0.58339,0.61324,0.00184,-0.38155,0.12296,0.63114,1.09094,-1.17331,1.43708,1.48982,0.2764,0.51391,0.09985,1.23011,1.71189,2.23981,1.50308,0.3973,-0.94358,-0.0848,0.50822,-0.8895,0.30445,0.57367,0.54734,-1.67183,-0.43663,-0.18415,-1.38793,2.30116,-0.05374
GUT_0239,0.00087,0.64289,0.01927,0.40989,-0.57685,-0.72866,0.78783,1.53896,-1.49434,1.45329,1.54559,0.58982,-0.18407,-0.70335,1.41609,2.28859,2.18747,0.93793,0.18401,-1.25143,0.13299,0.51641,-1.18335,0.10466,0.07563,0.45702,-1.13411,-0.61435,-0.60026,-1.3707,1.88301,-0.65869
GUT_0240,-0.27154,0.10171,0.33109,0.69563,-0.69954,0.00584,0.85076,1.92643,-1.70903,1.39625,1.52918,0.84189,0.48427,-0.32747,1.5706,2.06617,1.98855,1.46544,0.4288,-1.06819,0.26234,0.58108,-1.50228,0.70721,0.2169,0.82448,-0.6254,-0.53844,-0.29308,-0.60005,1.62046,-0.44034
GUT_0241,-0.0806,-0.00328,0.10628,0.46315,-0.57752,-0.22154,0.88538,1.36633,-0.73515,1.5895,1.20844,0.58304,0.3815,-0.15112,1.56884,2.17783,1.16174,1.35788,0.64743,-0.89789,0.05718,0.49519,-1.43885,0.75299,0.34187,0.59343,-1.83837,-0.99139,-0.584,-1.25192,1.78572,-0.41344
GUT_0242,-0.17646,0.532,0.51236,0.49391,-1.07687,-0.14972,0.8798,1.6313,-1.65491,1.46964,1.47894,0.60527,0.15541,-0.44967,1.65796,1.70662,1.57376,1.00971,0.88906,-1.0394,0.0119,0.74554,-0.67123,0.45464,0.86852,0.51435,-1.47531,-0.74431,-0.36813,-1.01587,1.71952,-0.20347
GUT_0243,-0.24692,0.25105,0.30877,0.25692,-0.57931,-0.32234,0.94828,1.74311,-1.06114,1.72883,1.50562,0.77262,-0.18035,-0.4966,1.53205,2.18148,1.37156,1.77409,0.38323,-0.91868,-0.19421,0.99277,-1.49976,0.91393,0.2988,1.0667,-1.21746,-0.4983,-0.17123,-0.99146,1.8037,-0.626
GUT_0244,-0.37793,0.51463,-0.1014,0.3991,-0.77341,-0.37982,0.48632,1.72681,-1.44334,1.60163,0.77406,0.94136,0.12158,0.01153,1.2754,2.26502,1.76382,1.13591,0.57659,-1.01978,-0.14132,0.75303,-1.56201,0.22227,0.44533,1.05224,-1.70452,-1.06328,-0.8959,-1.69149,1.94637,-0.65621
GUT_0245,-0.01929,0.69966,0.63558,0.16779,-0.72746,-0.28662,1.05105,1.43419,-1.38483,1.57119,1.37205,0.99117,0.49521,-0.35597,1.37864,1.79505,1.71972,1.8805,0.39973,-1.36835,0.30347,0.5993,-1.92889,0.3077,0.37916,1.0177,-0.81157,-0.48342,-0.09827,-1.30114,1.54437,-0.5271
GUT_0246,-0.19268,0.59603,0.3319,0.21451,-0.47741,-0.1701,0.69756,1.47953,-0.91752,1.76159,1.52008,0.79141,-0.16192,-0.23143,1.22673,1.92614,1.77519,1.26745,0.28436,-1.3437,0.25969,0.70434,-1.25498,0.51482,0.53478,0.6793,-1.34895,-0.53266,-0.26688,-1.23639,2.0502,-0.73806
GUT_0247,-0.06847,0.70967,-0.05202,0.13947,-0.78636,-0.42906,0.96193,1.9404,-1.43177,1.64247,1.15122,0.07646,0.0976,-0.2606,1.26332,1.92358,1.9898,1.04289,0.48855,-1.25492,0.01384,0.96585,-1.24821,0.145,0.48125,0.70159,-1.18548,-0.84442,-0.30086,-0.7105,1.19211,-0.25959
GUT_0248,-0.0245,0.32552,0.1184,0.58355,-0.94464,-0.06885,1.01509,1.51559,-1.23972,1.4396,1.18727,1.26754,0.57487,-0.08336,1.41012,1.94281,2.0585,1.51864,0.10538,-1.19671,-0.03267,0.30647,-1.26122,0.45717,0.31293,0.50945,-0.72483,-0.72838,-0.44577,-1.28214,1.51874,-0.26288
GUT_0249,-0.19504,0.37848,0.06509,0.53032,-0.81536,-0.23268,0.84601,1.43481,-1.1743,1.71131,1.435,1.18269,0.2637,-0.2253,1.76673,1.5748,1.53219,1.24796,0.46063,-1.00235,-0.25613,0.71826,-1.38397,0.12997,0.3479,0.70019,-1.43018,-0.51547,-1.03743,-1.14171,1.9576,-0.44188
GUT_0250,-0.28381,0.42828,-0.19712,0.42542,-0.48114,-0.28095,0.81407,1.70135,-0.95449,1.23667,1.58487,0.85373,0.29482,0.22028,1.43888,1.40816,1.99977,1.25522,0.3445,-1.46479,0.03087,1.01986,-1.02235,0.38376,0.39104,0.97454,-0.96917,-0.26194,-0.48716,-1.07538,1.7793,-0.44496
GUT_0251,0.17232,0.43963,0.46796,0.2038,-0.28039,0.00062,0.57535,1.0212,-1.33835,1.83249,1.07129,0.82639,0.17968,-0.32369,1.56734,1.88569,1.99643,1.44898,0.20879,-0.80108,0.0128,0.4137,-0.91315,0.78024,0.58461,1.27629,-1.37643,-0.40916,-0.75312,-0.7674,1.90663,-0.25168
GUT_0252,-0.14113,0.52021,0.2379,0.57982,-0.24485,0.22694,0.9936,1.23299,-1.28139,1.14361,1.45972,1.23011,0.44864,-0.16531,1.51233,1.83997,2.32345,1.64244,0.26374,-1.28507,-0.14435,0.89976,-1.3412,0.28581,0.96852,0.62439,-0.87559,-0.92249,-0.49334,-1.21116,2.00787,-0.58732
GUT_0253,-0.21109,0.79978,-0.04556,0.36991,-0.76064,-0.11233,0.94696,1.57267,-0.94841,1.72934,1.21765,0.86762,0.20392,-0.57126,1.35252,2.09516,1.31936,1.42066,0.66879,-1.11361,-0.24786,0.99635,-1.21354,0.74222,0.30344,1.06466,-1.37691,-0.36192,-0.80323,-0.99663,1.9317,-0.63978
GUT_0254,-0.27843,0.56895,0.27147,0.87538,-0.1752,0.18431,0.60942,1.42171,-1.60837,1.20596,1.51679,0.829,-0.26345,-0.06744,1.64089,2.21157,1.89846,0.90349,0.58416,-1.05741,0.27439,0.72463,-1.50106,0.57693,0.57697,0.81739,-1.21513,-0.72098,-0.91693,-1.44704,1.73631,-1.10305
GUT_0255,0.03753,0.80513,0.31265,0.51225,-0.29799,0.48275,0.87491,1.36804,-1.20994,1.19315,1.30603,1.00918,0.56573,-0.07673,1.52418,2.26799,2.16,1.47783,0.21648,-1.31278,0.03026,0.48674,-1.10466,0.98844,0.31447,1.27388,-1.41525,-0.61352,-0.42617,-1.11526,1.86951,-0.72187
GUT_0256,-0.40783,0.73543,0.25344,0.58687,-0.57065,-0.41034,0.58882,1.75403,-0.92746,1.7713,1.33691,0.86242,0.43695,-0.53404,1.69133,1.57753,2.18446,1.2377,0.58393,-1.02836,-0.36507,0.67798,-1.44485,0.48158,0.1049,0.94164,-0.91177,-0.72538,0.27246,-1.46435,1.59123,-0.48429
GUT_0257,0.13945,0.58019,0.04562,0.24972,-1.30235,0.3262,0.54144,1.53102,-1.19414,1.40749,1.18607,0.49485,-0.31962,-0.09012,1.58108,1.77991,1.84652,1.23245,0.24142,-1.26538,0.27441,0.7259,-1.5602,0.60242,0.24654,0.85371,-1.03279,-1.43874,-0.36993,-1.35041,1.69728,-0.02006
GUT_0258,-0.66886,0.95007,0.19189,0.61474,-0.64317,-0.2316,0.39583,1.60681,-1.50239,1.80789,1.71878,0.52528,-0.04949,-0.61054,1.27188,1.93438,1.5857,0.80648,0.39351,-1.58048,-0.29941,0.60717,-1.63778,0.44099,0.58781,0.82584,-0.95847,-0.37198,-0.46242,-1.30462,1.46115,-0.24197
GUT_0259,-0.36637,0.53492,0.29536,-0.06377,-0.46547,-0.29624,0.54446,1.37738,-1.24061,1.72626,1.6104,0.86359,0.15412,-0.35858,1.46903,1.70443,1.67708,1.28703,-0.49457,-1.26196,-0.19284,0.97403,-1.14304,-0.03783,0.51392,0.13996,-0.80185,-0.90331,-0.47231,-0.90523,1.57375,-0.60006
GUT_0260,0.32373,0.54837,0.06135,0.38772,-0.70284,-0.02172,0.84048,1.62803,-1.18217,1.36152,0.94599,0.55302,0.2507,-0.07185,1.32357,2.09735,1.59872,1.19059,0.32748,-0.84876,-0.05197,0.78649,-1.34075,0.33454,0.77532,0.9038,-1.75341,-0.39817,-0.41879,-1.45588,1.70552,-0.57497
GUT_0261,0.11684,-0.21879,1.6856,1.23576,0.468,-1.92883,0.24077,0.9267,1.00318,-0.32589,2.24044,-1.42993,-0.78066,1.25663,0.16372,2.32474,0.34463,-0.58093,-0.33788,-1.14073,-1.16641,0.60168,0.41623,1.66699,-0.83115,1.84569,-0.60681,1.50619,-0.56265,-0.93168,0.26654,1.25315
GUT_0262,0.37315,-0.34677,1.76074,1.18152,0.32123,-2.06532,-0.2487,0.55763,0.64077,-0.48875,1.49269,-1.13024,-0.65693,0.63726,-0.28418,1.91109,0.34105,-0.48319,0.22126,-0.52492,-1.34985,0.64924,0.24664,1.10854,-1.08349,1.75001,-0.31398,1.83991,-0.32743,-0.98304,0.22778,0.64071
GUT_0263,0.01428,-0.13438,1.71561,1.77538,0.46937,-2.07931,0.06892,1.14875,1.31148,-0.43621,1.93542,-1.43834,-0.81857,0.56778,-0.12854,1.99749,0.20751,-0.68167,0.0817,-0.853,-1.68858,0.53516,0.78671,1.38162,-0.63788,1.4856,-0.27782,2.28763,-0.48279,-0.85375,0.16728,0.95735
GUT_0264,0.55786,-0.16283,1.43866,1.06844,0.47029,-2.01948,-0.2034,1.55415,1.23438,-0.41679,2.10929,-1.24345,-0.41506,0.94715,0.39662,1.52661,0.22051,-0.95836,-0.566,-0.83656,-1.09148,0.49679,0.44459,1.11063,-0.73098,1.62709,-0.63096,1.47685,-0.26942,-0.71924,0.35151,0.99426
GUT_0265,0.07394,-0.42368,1.86726,1.56629,0.71808,-2.03658,0.14493,1.36415,0.95273,-0.16061,1.86769,-1.25727,-0.86492,0.86738,0.22489,1.7196,0.1014,-0.65482,-0.52537,-0.88701,-1.07944,0.6016,0.73076,1.47392,-0.78743,1.33848,0.18035,1.30566,-0.1757,-0.17376,0.43273,1.47107
GUT_0266,0.71347,-0.41288,1.33881,1.32298,0.71325,-2.1557,-0.10298,0.88891,0.99323,-0.96698,1.71754,-1.24737,-0.53198,1.25627,-0.16986,1.71328,0.28486,-0.98716,-0.41421,-1.16322,-1.02726,0.76376,0.77497,1.08001,-1.16766,1.78046,-0.18311,2.06542,-0.49024,-1.1,0.17711,1.29795
GUT_0267,0.26386,-0.04943,1.27492,1.01482,0.78924,-1.72218,-0.00192,0.99951,0.75894,-0.76869,1.42364,-1.19064,-0.82947,1.08439,0.27772,1.95723,0.42724,-0.93028,0.04421,-1.30063,-1.36312,0.49226,0.60019,1.07316,-0.55416,1.75051,0.46481,1.71848,-0.3156,-0.42807,0.07766,0.85417
GUT_0268,0.4383,-0.50604,1.9423,0.95995,0.64026,-2.91814,-0.58633,0.87666,1.17964,-0.8317,1.98825,-1.23066,-0.15555,0.74805,0.00815,2.15298,0.19862,-0.02866,-0.08369,-1.13912,-0.85167,0.54422,0.20828,1.49744,-0.61108,1.66745,-0.12939,1.18,-0.59297,-0.72637,0.41733,1.13667
GUT_0269,0.05051,-0.34745,1.46682,1.43141,0.88888,-2.39816,-0.08275,0.6636,1.35011,-0.49576,1.65439,-1.28248,-0.95266,1.25793,0.35387,2.22612,0.04849,-0.64493,-0.58013,-0.66567,-1.33062,0.70807,0.72046,1.16335,-0.61991,1.84098,-0.39315,1.50322,-0.57284,-0.49549,0.47639,1.18836
GUT_0270,0.44479,-0.29908,1.79689,1.46934,0.77033,-1.9354,-0.07384,0.26382,1.03396,-0.45528,1.86628,-1.10072,-0.72741,1.08354,0.00414,1.97461,0.079,-0.2689,0.04293,-1.23207,-1.89539,0.25169,0.67975,1.46874,-0.84915,1.56813,-0.21323,1.7955,-0.489,-0.87017,0.35532,1.1688
GUT_0271,0.60795,-0.27864,1.3796,1.36539,0.43056,-2.06812,0.28514,0.58925,1.65574,-0.66945,1.99851,-1.46103,-0.53971,0.73135,0.12826,2.40991,-0.13504,-0.98344,-0.57436,-1.05625,-1.07248,0.69823,0.82554,1.25672,-0.94366,1.74457,-0.56559,1.47353,-0.48099,-1.05181,0.52491,1.16846
GUT_0272,0.24397,-0.36138,1.60295,1.23508,0.97448,-2.40261,-0.27561,0.47725,1.03991,-1.1757,1.5311,-1.63519,-1.22721,0.85689,-0.06399,2.07654,0.14698,-0.9057,-0.61138,-0.87076,-1.52765,0.81779,0.63156,1.14876,-0.73007,1.48345,-0.01552,1.16178,-0.47809,-0.95348,0.34386,0.89775
GUT_0273,0.13442,0.06667,1.51533,1.30177,0.58103,-2.70163,-0.04244,0.24171,1.16674,-1.24546,1.55741,-1.23945,-0.24643,1.13819,-0.00982,1.90304,0.32329,-0.55043,-0.76782,-0.67943,-1.06346,0.77572,0.58443,1.1852,-0.55951,1.62525,-0.27425,1.74829,-0.26159,-0.61524,0.34903,0.76352
GUT_0274,0.29841,-0.58529,1.74344,1.19884,0.76885,-2.12563,-0.21834,0.4444,0.70219,-0.42559,1.5546,-1.30975,-0.46091,0.91769,-0.01206,2.15894,0.22046,-1.06531,-0.2121,-1.37345,-0.98331,0.78999,0.45711,1.52841,-1.04631,2.08652,-0.70426,1.62998,-0.40183,-1.17394,0.68106,1.10086
GUT_0275,0.44357,-0.09596,1.77435,0.9333,0.58987,-1.7597,0.19691,0.64278,1.0949,-0.81176,1.74956,-1.31908,-0.74672,1.22411,-0.10054,2.26663,0.38302,-0.33243,-0.70758,-1.07989,-1.1224,0.86535,0.53416,0.89833,-0.3659,1.72271,-0.18399,1.83543,-0.61214,-0.28987,0.00689,1.30407
GUT_0276,0.02884,-0.3294,1.8303,1.0881,0.70945,-2.19305,-0.27277,0.44509,1.03419,-0.86856,1.47529,-0.93162,-1.17967,0.89529,-0.18712,1.9928,0.6068,-0.61626,-0.31998,-0.89971,-1.27947,0.99013,0.74374,1.45626,-1.11527,1.90849,-0.50184,1.41229,-0.54857,-0.43669,0.40382,1.2177
GUT_0277,0.32251,-0.06172,1.72787,1.44317,0.74245,-2.08576,0.25659,0.65719,0.63795,-0.69027,1.86056,-1.23301,-0.63468,1.09713,-0.08152,1.94756,0.30595,-0.50696,-0.30936,-0.95491,-1.45226,0.40694,0.26285,1.80024,-0.46992,1.54828,-0.19769,1.7173,-0.72818,-0.69072,0.50732,0.76371
GUT_0278,0.26858,-0.67727,1.98486,1.13281,0.30878,-2.40563,0.19774,0.05496,1.29852,-1.25933,1.7575,-1.47252,-0.23885,1.17937,0.05866,2.15301,0.06347,-0.32695,-0.3267,-0.94361,-1.23724,0.84126,0.62455,1.31948,-0.29755,1.68269,0.10114,1.43522,-0.55323,-0.60838,0.08922,0.97119
GUT_0279,0.18493,0.27648,1.63231,1.29548,0.65725,-2.45927,0.12391,0.79842,1.21701,-0.80026,1.94041,-1.42808,-0.44687,1.00726,-0.2653,2.20559,-0.2176,-0.63955,-0.18872,-1.10456,-1.52966,0.50992,0.45645,1.51137,-0.60203,1.3808,-0.07239,1.78127,-0.38789,-1.24962,0.47271,1.12947
GUT_0280,0.16116,-0.22165,1.36988,1.95617,0.3033,-2.05954,0.37665,1.13553,1.19197,-0.47114,1.67477,-1.38797,-1.20327,0.67778,-0.02002,1.96981,0.42601,-0.49809,-0.6279,-0.8326,-1.18622,0.15708,0.06596,1.19148,-0.47689,1.74826,-0.13568,1.35711,-0.43016,-0.93222,0.31016,1.15947
GUT_0281,-0.2194,-0.24732,1.8277,1.36168,0.67352,-2.18412,-0.14821,0.91912,1.15193,-0.28625,2.25607,-1.27619,-0.91421,0.94503,0.05381,1.78192,-0.1606,-0.50749,-0.41946,-1.06954,-1.49372,0.48943,0.55703,1.11865,-0.91139,1.08097,-0.04461,1.58235,-0.34113,-0.70942,0.07411,1.34946
GUT_0282,0.31023,-0.21619,1.7359,1.28064,0.62796,-2.60148,0.16727,0.78368,1.18582,-1.03898,1.88199,-1.33869,-0.86772,0.82202,-0.0705,1.87709,0.3754,-0.58232,-0.21915,-0.92988,-1.36596,0.54092,0.35836,1.40445,-1.03318,1.87222,-0.06348,1.60614,-0.67287,-0.62972,0.20439,1.25824
GUT_0283,0.02901,-0.09375,1.67008,1.50394,0.49266,-2.04291,-0.03,0.50749,0.78376,-0.74228,1.7058,-0.92601,-0.65014,0.96122,0.16903,2.15534,0.07367,-0.67734,-0.04305,-1.20209,-1.38177,0.31384,0.83897,1.41691,-1.08874,1.41065,-0.40063,1.99436,-0.69029,-0.12884,0.25891,0.80179
GUT_0284,-0.04242,-0.32896,1.74183,0.98056,0.65856,-2.49953,0.28059,0.46837,1.14061,-0.27552,1.97365,-1.34479,-0.67107,0.71828,0.02784,2.25245,0.3652,-0.89385,-0.02808,-1.32308,-1.56905,0.64063,0.80973,1.38277,-1.30213,1.82004,-0.49451,1.58188,-0.26148,-0.35861,0.20577,0.99972
GUT_0285,-0.0448,-0.4517,1.05909,1.65647,0.64056,-2.30448,0.32188,0.53745,0.98796,-0.39957,1.70964,-1.06066,-0.4064,0.88002,0.0502,2.13212,0.04413,-0.96616,-0.31708,-1.24154,-1.44066,0.53441,0.33349,1.17013,-1.26546,1.93182,-0.31253,1.39355,-0.60881,-0.6055,0.22961,1.05836
GUT_0286,0.4583,-0.23526,2.08845,1.1771,0.77897,-2.55839,-0.35327,0.53725,0.78954,-0.83252,1.86887,-1.34532,-0.69332,1.24041,0.10458,1.65075,0.40104,-0.46788,-0.53297,-0.90472,-1.11652,0.48401,0.49709,1.51394,-1.13333,1.61226,-0.62296,1.19919,-0.3556,-0.05857,0.91242,1.58806
GUT_0287,0.79254,-0.47247,2.00846,1.27303,0.60949,-2.15483,0.11265,0.78018,0.50806,-0.4265,1.77345,-1.20828,-0.68022,0.82275,0.25454,2.13745,0.31913,-0.56755,-0.59719,-1.06887,-1.56303,0.85174,0.16731,1.12438,-1.56434,1.36572,-0.31577,1.44009,-0.57603,-0.35112,0.22536,0.83241
GUT_0288,0.21005,-0.41459,1.73451,1.30645,0.3912,-2.04019,0.11815,0.69226,1.23028,-0.26195,2.02774,-1.17077,-0.72667,0.73358,0.45081,1.91558,0.12276,-0.441,-0.15585,-1.00885,-1.1028,0.79835,0.58787,1.36691,-0.45158,1.86032,-0.12392,1.22984,-0.42632,-0.61042,-0.13423,1.22043
GUT_0289,0.20671,-0.39232,1.10818,1.10452,0.73924,-2.53645,0.20617,0.54749,0.83736,-0.56506,2.08233,-1.3032,-0.44603,0.57219,0.45793,2.0488,0.51459,-0.41445,-0.41223,-0.66904,-1.43243,0.77956,1.11686,0.93902,-0.7414,2.12771,0.22998,1.20092,-0.52114,-0.71466,0.12582,0.78023
GUT_0290,0.21586,-0.07548,1.83435,1.61449,0.54566,-2.37662,-0.02781,1.12,0.97966,-0.81082,1.53613,-1.16337,-0.55309,0.71962,0.19394,1.83535,0.07306,-0.68213,-0.7816,-1.25864,-1.61471,0.67861,0.88966,1.69911,-0.47469,2.01935,-0.34004,1.81512,-0.1007,-1.23219,0.11145,1.04345
GUT_0291,-0.22832,-0.44914,1.91012,1.50719,0.79526,-2.0356,0.3252,0.38299,0.92888,-0.94771,1.79438,-1.90029,-0.46345,1.01459,0.35558,2.731,0.26327,-0.85802,-0.31803,-0.78701,-1.09899,0.6985,0.04027,1.51052,-0.95107,1.30152,-0.21329,1.84319,-0.60645,-0.902,-0.04947,1.18937
GUT_0292,0.1091,-0.17202,1.92717,1.14719,0.39454,-2.29045,0.12786,0.88621,1.07153,-0.97238,1.50899,-1.53718,-0.68084,1.05375,0.39043,1.92884,0.28351,-0.37015,-0.69455,-1.23698,-1.1377,0.63304,-0.15105,0.93802,-0.81907,1.65354,-0.52077,1.82375,-0.5158,-0.38212,0.12613,0.6723
GUT_0293,0.00546,0.47336,1.11284,1.38983,1.12193,-2.09944,-0.11409,0.1504,0.96898,-0.26339,1.50337,-1.16206,-0.29368,1.14802,0.28966,2.0,0.33336,-0.8766,-0.27606,-1.13345,-1.66492,0.66924,-0.0058,1.22136,-0.94071,1.64768,-0.51236,1.79946,-0.42773,-0.72632,0.13931,1.17793
GUT_0294,0.12628,-0.36566,1.67114,0.89474,0.61294,-2.22189,-0.00736,1.03336,0.95987,-0.74836,1.7461,-1.38389,-1.07681,1.44741,0.25969,1.99067,-0.00982,-0.92232,-0.40145,-1.29386,-1.40113,0.91612,0.48926,1.28189,-0.48856,1.55561,-0.27075,1.48133,0.00162,-1.15421,0.23249,1.00337
GUT_0295,0.68536,0.01369,1.83224,1.32759,0.25575,-2.09774,-0.27629,0.65815,1.23853,-0.78529,1.64826,-1.6577,-0.86304,0.63104,0.16943,2.20591,-0.54599,-0.55095,-0.78569,-0.79379,-1.24305,0.7775,0.69352,1.36248,-0.75614,1.91433,-0.13821,1.71965,-0.00113,-1.05454,0.31526,0.8449
GUT_0296,0.60681,-0.55218,1.50677,1.03494,0.2372,-2.16987,0.16295,1.1583,0.76736,-0.77857,1.61232,-1.03455,-0.93567,0.74936,-0.01502,2.07229,0.30645,-0.68781,-0.51727,-0.89756,-1.17891,0.43314,1.00256,1.67782,-0.77404,1.45797,0.06838,1.92769,-0.39713,-0.89423,0.61105,0.80473
GUT_0297,0.25443,-0.20422,1.68831,0.66931,0.71521,-2.27718,-0.19327,0.58186,0.53882,-0.67337,1.59268,-1.04856,-0.74242,1.19756,-0.05717,1.72875,0.77899,-0.8108,-0.80507,-1.50349,-1.35173,0.83049,0.18358,1.66869,-0.35097,2.67549,0.13865,1.78527,-0.32851,-0.22614,0.15547,1.07298
GUT_0298,0.12468,-0.27447,1.4331,1.49321,1.06152,-2.01998,0.04818,0.83152,0.77182,-0.52691,1.35386,-1.06641,-0.90565,1.07399,0.06037,2.34313,-0.116,-0.69643,-0.16976,-0.90645,-1.52588,0.79488,0.91312,1.12507,-0.50279,1.35204,-0.41172,2.11721,-0.4283,-1.02388,0.46812,1.15315
GUT_0299,0.32414,-0.50083,1.67035,1.30779,0.77982,-2.47545,0.27181,0.75792,0.90999,-0.45481,1.76209,-1.12497,-0.81725,0.84998,-0.05403,1.81652,0.29352,-0.4531,-0.59635,-0.47862,-1.30016,0.18427,0.25648,0.99835,-0.70955,1.50135,-0.39945,1.72751,-0.28906,-0.91301,0.02926,1.31863
GUT_0300,0.6861,-0.30046,1.59775,1.10399,0.52033,-2.16018,0.00097,0.99423,1.26961,-1.05755,1.58593,-1.36048,-0.75585,1.20121,0.50264,1.72986,0.16542,-0.9682,-0.43676,-0.86004,-0.82719,0.80964,0.61051,1.19664,-0.75366,1.69326,-0.13824,1.89744,-0.5896,-1.2118,0.37612,1.24561
